squadra,categoria,nome_forum,analisi_forum,player_id
NAP,POSSIBILE SORPRESA,VERGARA,"Stagione della possibile consacrazione quella del centenario, in una veste nuova: quella di mezzala. Ruolo che nel precampionato sta riuscendo a interpretare bene, rendendosi sempre pericoloso lì davanti, grazie alla capacità di inserirsi con facilità e allo stesso tempo di rientrare dietro all'occorrenza. Come scritto nel suo specchietto gli unici freni a una sua esplosione sono la concorrenza con Anguissa e Politano in quella zolla di campo, e qualche eventuale problemino fisico, ma esistono tutti i presupposti affinché il ragazzo di Frattaminore faccia bene in questo campionato. L'unico neo è che non passerà sottotraccia, e sarà importante allora aggiudicarselo a un prezzo vantaggioso.",7223
NAP,POSSIBILE SORPRESA,GIOVANE,"Per un esterno che scende più indietro sul campo, ce n'è un altro che svaria un po' dovunque sulla trequarti. Il brasiliano, che sta venendo particolarmente apprezzato da Allegri nel precampionato, è quel classico giocatore che si compra a 1 credito o giù di lì per completare il reparto offensivo, ma che di fatto può overperformare e risultare una validissima alternativa ai vostri titolari, soprattutto nei turni più favorevoli. Può avere senso prenderlo in coppia con Højlund, ma francamente in sede di formazione può essere molto difficile dover schierare due attaccanti del Napoli, motivo per il quale per sfruttarlo al meglio andrebbe preso solo se non si possiede il danese. Scommessa low-cost, ma adatta un po' a tutti. E voi, lo farete questo salto nel vuoto?",7162
NAP,POSSIBILE SORPRESA,MARÍN,"Con Buongiorno out il Napoli è vero che si sta interfacciando sul mercato, ma allo stesso tempo si stanno valutando soluzioni interne, e il nome di Rafa Marin è indubbiamente tra quelli più intriganti per fare coppia con Rrahmani. Maturato un sacco dall'esperienza al Villarreal, e certamente il centrale più ""sano"" a livello di salute se confrontato con Beukema e Marianucci, lo spagnolo fino all'arrivo del nuovo difensore (se ci sarà e quale sarà), sarà da reputarsi con discrete probabilità il partner titolare a fianco del kosovaro, e per tale motivo può essere un'ottima intuizione a basso prezzo. A oggi lo valutiamo tra le possibili sorprese, vedremo poi a settembre se sarà il caso di confermarlo in questo specchietto o se il Napoli effettivamente interverrà e prenderà un altro centrale di spessore.",6638
NAP,SCONSIGLIATO,BUONGIORNO,"Umanamente dispiace perché il ragazzo si vede che ci tiene e che ce la mette anche tutta, ma il suo corpo è obiettivamente fatto di cartapesta, e tranne per il primo anno al Napoli non è riuscito a confermarsi ai livelli di Torino. Vedremo se ci saprà dare una mano durante la stagione, ma il suo acquisto è fortemente sconsigliato ad agosto o settembre perché correte il serio rischio di rivederlo l'anno prossimo nella peggiore delle ipotesi. Meglio valutarlo con calma più avanti. Se proprio volete puntare forte sul suo nome e siete consapevoli dei rischi, 1 credito e stop.",2724
NAP,SCONSIGLIATO,LUCCA,"In tutte le salse e in tutti i nomi, al momento Lucca non è un giocatore da Napoli. Dispiace, ma qualora rimanesse ci sono semplicemente riserve migliori in giro da prendere. Per carità, mai dire mai, può farlo il salto di qualità... ma dopo quello che abbiamo passato la scorsa stagione con lui in rosa crediamo fermamente che anche le sue di chance siano finite. Sconsigliato.",6215
NAP,SCONSIGLIATO,DE BRUYNE,"Un nome pesante, vero, ma a differenza degli altri due non è sconsigliato in senso assoluto. Vogliamo solamente invitarvi a fare attenzione sul prezzo da spendere per lui in sede d'asta, perché sebbene sia l'incaricato numero uno dal dischetto (e i rigori si devono anche segnare...) non è detto che giochi con continuità; soprattutto la tenuta fisica del belga è un argomento di discussione. Lapalissiano dire che è un elemento di esperienza internazionale, e probabilmente uno dei giocatori sulla carta più forti passati per Napoli; volendo però utilizzare una metafora, De Bruyne è un tizzone che lentamente si sta affievolendo. Questa stagione può definitivamente decretare se la sua fiamma si spegnerà del tutto, o se una scintilla potrà farlo nuovamente diventare un maestoso fuoco che arde in campo e nel cuore dei suoi tifosi.",2517
PAR,CONSIGLIATO,PELLEGRINO,"La sua permanenza è appesa alle dinamiche di mercato, ma se dovesse restare, sarebbe certamente il giocatore con più appeal fantacalcistico della squadra. E' infatti il terminale offensivo principale e nonostante l'anno scorso la fase offensiva era stata povera e prevedibile, l'attaccante argentino ha dimostrato di poter flirtare con la doppia cifra di gol segnati (chiudendo a 9 in campionato, 12 considerando la Coppa Italia) avendo un peso specifico importante nell'economia del gioco. L'evoluzione tattica proclamata da Cuesta che dovrebbe (tutto da verificare) portare maggiori benefici alla fase offensiva, potrebbe permettergli di migliorare il suo 'score' anche alla luce del fatto che è uno dei candidati rigoristi. L'anno scorso però i crociati hanno avuto appena due rigori a favore e il buon Pellegrino ne ha calciato soltanto uno (l'altro lo cedette a Benedyczak per farlo sbloccare). Non sarà mai un grande bomber da 20 gol, ma pensare ad un bottino di 10-12 reti è un'ipotesi concreta",7023
PAR,CONSIGLIATO,BERNABE',"Lo spagnolo è un giocatore importante per qualità, tecnica e capacità di gioco. L'impostazione tattica estremamente difensiva dello scorso anno lo ha costretto più a rincorrere che a gestire palla, spesso partendo da un baricentro molto basso e quindi lontano dalla porta limitandogli la possibilità di fare la differenza nella metà campo avversaria. Quest'anno Cuesta sta cercando di evolvere la proposta e in questo scenario Bernabè potrebbe emergere più di quanto visto finora. Va inquadrato principalmente come centrocampista di rendimento con una buonissima MV ma pochi bonus complessivi. Le cose potrebbero migliorare nel caso la squadra riuscisse ad esprimersi meglio offensivamente. Occhio però alla possibilità di una cessione, essendo in scadenza nel 2027 potrebbe diventare un'occasione di mercato per squadre più importanti",6666
PAR,POSSIBILE SORPRESA,FRIGAN,"Il croato è reduce da un'intera stagione ai box a causa del grave infortunio che aveva interrotto, ancora prima di cominciare, la sua avventura in Emilia. Dopo così tanto tempo fermo è sempre complicato fare ipotesi di rendimento e capire che tipo di impatto avrà sulla squadra, però rimane un giocatore sul quale si era fatto un investimento importante (quasi 10mln) e che in Belgio aveva fatto bene. Può giocare sia da esterno destro che da seconda punta, è un attaccante che vede la porta e probabilmente verrà trascurato in tante aste. Va preso come slot scommessa, sapendo che ci sono punti interrogativi sull'aspetto fisico e di brillantezza, ma che tecnicamente si tratta di un giocatore valido.",7213
PAR,POSSIBILE SORPRESA,TOURE',"E' un giocatore importante che però si porta dietro uno storico infortuni poco rassicurante e la consapevolezza di non essere stato in grado di ripagare l'enorme investimento fatto dall'Atalanta nell'estate 2023. La sua capacità di poter giocare sia da esterno offensivo che da attaccante centrale gli darà l'opportunità di giocare molto e lo si può definire già oggi un titolare. Molto dipenderà dalla sua integrità fisica, non avere intoppi significativi sarà fondamentale per avere brillantezza ed esplosività godendo di un contesto ambientale con meno pressioni. Il potenziale è importante, i suoi problemi fisici sono un aspetto da considerare e per questo motivo può valere una chiamata per gli ultimi slot in attacco investendo cifre modeste consci dei rischi",6229
PAR,SCONSIGLIATO,ONDREJKA,"L'esterno svedese è stata una grande delusione della scorsa stagione, chiudendo con 0 bonus e tanta panchina. I 6 mesi precedenti dove era riuscito ad infiammare il Tardini segnando 5 gol in poco più di 500 minuti sono stati un caso oppure no? Il dubbio resta e le aspettative attorno al ragazzo si sono inevitabilmente ridotte. L'arrivo di El Bilal Tourè e di diversi giovani esterni da lanciare come Diallo, Lontani e Zouin, fanno pensare che ci sia veramente poca fiducia sul rilancio dello svedese nonostante un modulo che sarebbe per lui congeniale",6984
ROM,CONSIGLIATO,MANCINI,"Patto d'amore giallorosso per il Mancio, pronto a iniziare la sua ottava stagione nella capitale. Prezzo in sede d'asta mai particolarmente elevato per assicurarsi una certezza del fantacalcio. Buoni voti, 3/4 gol stagionali e poche assenze, al costo di qualche giallo di troppo. Uno di quelli da avere sempre in rosa e schierare ogni weekend senza troppi dubbi, con un esborso solitamente ben più ridotto dei più quotati Bastoni, Bremer & Co.",2296
ROM,CONSIGLIATO,PISILLI,"Finale di stagione in netto crescendo, con un girone di ritorno da protagonista per minutaggio, rendimento e bonus. L'indisponibilità nel precampionato e la consueta predisposizione dei fantallenatori a puntare più sul nuovo e sull'esotico, possono portare il Piso ad essere totalmente dimenticato nelle aste di Agosto. Grazie alle sue doti di inserimento e finalizzazione, può rivelarsi una bella arma per gli slot finali del reparto, pur consci che non sia un titolare della squadra.",6190
ROM,POSSIBILE SORPRESA,KOULIERAKIS,"Colpo più rapido e imprevisto del mercato della Roma che si assicura il sesto centrale del pacchetto, ad una cifra inferiore al suo valore stimato di mercato e battendo la concorrenza di numerosi top club europei. Dotato di buona fisicità e ottimo colpo di testa (4 i gol nel 2026 con la maglia del Wolfsburg), il greco può trasformarsi in una piacevole sorpresa per rendimento e bonus, sperando ripercorra le orme di un più noto Konstantinos all'ombra del Colosseo.",7529
ROM,POSSIBILE SORPRESA,EL AYNAOUI,"Primo anno sotto le aspettative tra concorrenza e Coppa d'Africa. Il buon Neil ha comunque lasciato intravedere i segni di un buon prospetto, sia nelle gare con la Roma che soprattutto con il sorprendente Marocco. Ha nelle sue corde la capacità di interpretare diversi ruoli del centrocampo e di saper essere incisivo in zona gol. Sarà verosimilmente pagato pochi crediti non avendo la certezza della titolarità e non essendo reduce da una prima stagione fantacalcistica entusiasmante. Pertanto può essere una scommessa interessante per gli slot finali del centrocampo, con una Roma che, impegnata in Champions, avrà bisogno di usufruire a pieno di tutta la rosa, più che negli anni passati.",6271
ROM,POSSIBILE SORPRESA,DYBALA,"Con buona pace dei tifosi del Boca, Paulino continuerà a incantare i tifosi dell'Olimpico e non quelli della Bombonera. Ormai siamo abituati a sapere che parliamo di uno dei maggiori talenti della Serie A, limitato però da infortuni e gestione conservativa obbligata. Nonostante ciò si tratta di un giocatore che provoca diffidenza in molti fantallenatori, tanto più dopo aver perso lo status di rigorista, ma che è in grado, anche in sole 20/25 presenze, di poter raggiungere la doppia cifra tra gol e assist, con una media voto tra i primi della classe. Dai pochi assaggi visti nel finale di stagione, la connessione con Malen può regalare grandi sorprese. Al giusto prezzo è una pedina su cui continuare a puntare.",309
ROM,SCONSIGLIATO,CASTRO,"Pagato tanto dalla Roma e già in hype tra supporters e fantallenatori, il rischio è quello di pagare più del dovuto il Torito. Sicuramente saprà rivelarsi utile e garantirà alla Roma di non fare affidamento sul solo Malen, ma vale realmente la pena svenarsi per una punta che non giocherà sempre e che, per quanto giovane, non ha mai raggiunto la doppia cifra? Bene ponderare scelte e budget per non ripetere l'errore di chi fondò il proprio attacco su Ferguson.",6572
SAS,CONSIGLIATO,LAURIENTÉ,"Per rapporto qualità/prezzo potrebbe essere uno dei migliori 3° slot che potrebbe rendere addirittura da secondo (13° per FM l'anno scorso), le sirene (Estere e non) ci sono, ma il giocatore sembra immerso al 100% nei colori neroverdi e con uno stile di gioco che potrebbe esaltarne le caratteristiche.",6060
SAS,POSSIBILE SORPRESA,VOLPATO,"Meme a parte sulla sua presunta positività alla cocaina, accuse che tra l'altro sembrano essere decadute del tutto, il 4-2-3-1 rappresenta finalmente l'occasione per Volpato di giocare da trequartista e da titolare nel Sassuolo, invece di sperare negli infortuni di Mimmo e negli scampoli di partita dove bisognava recuperare. Abilissimo nell'ultimo passaggio (Pinamonti ne ha approfittato più di una volta l'anno scorso) ma anche lato realizzativo, con la cessione di Thorstvedt gli si aprirebbe una titolarità indiscussa e la possibilità di essere una delle scommesse più intriganti dell'anno. ATTENZIONE:",5735
SAS,SCONSIGLIATO,MURIC & DOIG,"Habitué della sezione già dallo scorso anno, se il gioco offensivo di Aquilani può valorizzare ali e trequartisti sarà il contrario per i difensori che già per loro caratteristiche faticavano lo scorso anno: Muric che ha dei cali di concentrazione pericolosissimi per un portiere di questo livello può peggiorare le sue statistiche mentre Doig mi aspetto che diventi una esca in base ai video dei fantaguru che lo pomperanno a manetta.",4236
TOR,CONSIGLIATO,VLASIC e SIMEONE,"con la rosa attuale (31 luglio), se c'è un bonus passa dai loro piedi. Reduci da un'ottima stagione, specie Niksi, attenti però alla dinamica d'asta. Si ripeteranno? il tifoso ci spera molto, l'esperto pensa che dipenda dal rendimento di tutta la squadra e dall'impatto che mister Abate avrà sul nuovo (per lui) campionato",2061
TOR,POSSIBILE SORPRESA,CACCIAMANI,"se non fosse per Liberali, parleremmo del miglior giocatore della B dell'anno passato. Le aspettative su di lui sono alte, qualcuno scomoda anche Lentini (Gigi ). Se avete una chiamata a sorpresa da fare, è un buon nome da spendere.",7060
TOR,POSSIBILE SORPRESA,NJIE,"al momento, le aspettative sono poche e gli spazi sembrano essere ancora meno. ma se il 3421 di Abate virasse in un attacco a 3 (o 4) punte, Njie sarebbe chiamato allo stesso ruolo di Cacciamani ma sul lato opposto. Ed avrebbe tutto per fare bene",6827
TOR,SCONSIGLIATO,gli ESUBERI,"ho cercato di farlo trasparire in scheda. Ci sono giocatori che sono contemporaneamente al centro del progetto ed in vendita (Gineitis ed Adams, su tutti). Se arriva l'offerta giusta, partono; se non arriva, restano e bisogna vedere come lo faranno.",
UDI,CONSIGLIATO,ZANIOLO,"La conferma del ruolo di centrocampista è una delle notizie migliori per i fantallenatori. Se Runjaić confermerà il 3-4-2-1 agirà stabilmente sulla trequarti, mentre con un sistema a due punte verrebbe schierato come seconda punta. Qualunque sia il modulo, giocherà comunque molto vicino alla porta. Dopo i 5 gol e 3 assist della scorsa stagione ci sono tutti i presupposti per confermarsi, se non addirittura migliorarsi. Per rapporto tra ruolo e potenziale offensivo è uno dei profili più interessanti del campionato.",2766
UDI,CONSIGLIATO,DAVIS,"Che stagione quella appena conclusa! È stata senza dubbio la migliore della carriera di Davis, che ha finalmente trovato continuità chiudendo con 30 presenze, 10 gol e 4 assist. Numeri che gli sono valsi anche il rinnovo di contratto fino al 2031 e che lo hanno consacrato come leader dell’attacco bianconero. Lo stesso Davis ha dichiarato di voler essere un punto di riferimento anche per i compagni più giovani. Alla base di questa crescita c’è anche la preparazione personalizzata studiata dallo staff tecnico la scorsa estate, che ha permesso di gestire al meglio un fisico spesso frenato dagli infortuni. Visti i risultati, anche quest’anno è stato seguito un programma molto simile, nella speranza di raccogliere gli stessi frutti. È il rigorista della squadra e dagli undici metri si è dimostrato molto affidabile. Preparatevi però a pagarlo sensibilmente più dello scorso anno, dopo la miglior stagione della carriera è inevitabile che le aspettative siano cresciute. L’obiettivo ora è provare a migliorare ulteriormente il bottino di 10 reti della passata stagione.",5637
UDI,CONSIGLIATO,SOLET,"Difensore moderno e completo, abbina una straordinaria solidità difensiva a qualità tecniche non comuni per il ruolo. Difende con grande tranquillità ed è soprattutto nella costruzione dal basso che fa la differenza. Imposta l’azione come un vero regista aggiunto, conduce palla anche per 20-30 metri, supera la pressione avversaria con personalità, trova con continuità filtranti per gli attaccanti e non gli manca nemmeno un ottimo tiro dalla distanza. Garantisce ottimi voti, poche insufficienze e ha tutte le qualità per portare anche qualche bonus. Lo scorso anno, in assenza di Davis e Zaniolo, si è presentato anche dal dischetto, particolare tutt’altro che trascurabile per un difensore. Pur non partendo come primo rigorista, potrebbe comunque tornare dagli undici metri in caso di assenza o sostituzione di chi lo precede nelle gerarchie. L’unica incognita riguarda il mercato, ma il suo valore è tale che anche qualora venisse ceduto prima della chiusura delle trattative senza lasciare la Serie A, resterebbe comunque un profilo fortemente consigliato.",6956
UDI,CONSIGLIATO,UNAI GOMEZ,"""Rambo"" questo è il soprannome che gli hanno dato nello spogliatoio dell'Atletic di Bilbao ma la somiglianza con Sylvester Stallone non è l'unico motivo: Unai è un trequartista mancino, atipico e adattabile perché è un vero combattente. Forse è proprio questa grinta e adattabilità che non lo hanno aiutato finora in quanto non è mai riuscito a ritagliarsi un posto fisso in squadra, ma è stato più che altro sfruttato come jolly giocando dalla mezzala all'esterno offensivo, al suo ruolo di trequartista ma pure da falso nueve. E' molto dinamico, scattante e veloce coi piedi, buona tecnica, visione di gioco e tanta grinta con buone capacità anche senza palla, sia per gli inserimenti sia che per la fase difensiva. Il ragazzo è uno che non molla, l'impressione che abbiamo è che sia capitato nel posto giusto per valorizzarlo, necessiterà probabilmente di un pò di tempo per capire la serie A, ma crediamo che si inserirà bene. Fantacalcisticamente tutto questo suo correre non lo aiuta del tutto a livello di numeri, ma è giovane ed è probabile che gli verrà anche insegnata la gestione e la tempistica. Probabilmente giocherà nei due dietro la punta nel 3421, nel 352 potrebbe fare la mezzala ed in caso di 442 potrebbe fare l'esterno o più difficilmente la seconda punta. La sensazione è che già da quest'anno i suoi numeri scarsi (2 gol e 1 assist) potrebbero venire facilmente migliorati.",6783
UDI,CONSIGLIATO,ARIZALA,"""El Principito"" è una scommessa interessante soprattutto per come potrebbe svilupparsi l'inizio della stagione. Con Zanoli ancora impegnato nel recupero dall'infortunio e Vojvoda destinato inizialmente a occupare la corsia destra, potrebbe avere l'occasione di mettersi in mostra come prima alternativa a Kamara sulla fascia sinistra. Lo scorso anno aveva fatto intravedere buoni spunti soprattutto da subentrante, mentre da titolare era apparso meno convincente, evidenziando qualche limite in più nella fase difensiva, aspetto al quale Runjaić dà grande importanza. Se saprà sfruttare le prime opportunità, non è escluso che possa ritagliarsi più spazio del previsto. Va inoltre considerato che Runjaić è solito sostituire con frequenza gli esterni nel corso del secondo tempo, una gestione che potrebbe garantirgli minutaggio anche quando non partirà dal primo minuto. Resta però una scommessa: è ancora molto giovane e quando Zanoli tornerà al 100% la possibilità di vedere Vojvoda impiegato anche sulla corsia sinistra aumenterà inevitabilmente la concorrenza.",7312
UDI,SCONSIGLIATO,KARLSTRÖM,"Karlström non è tanto uno sconsigliato quanto un giocatore da utilizzare solo per coprire gli ultimi slot del centrocampo. La titolarità non è in discussione, ma difficilmente porta qualcosa in più del semplice voto. I bonus sono praticamente assenti e quando l'Udinese fatica anche le sue valutazioni tendono a risentirne. In alcune partite della scorsa stagione è sembrato prendersi qualche tocco di troppo in fase di impostazione, rallentando a tratti il ritmo della manovra. Un aspetto che unito al limitato peso offensivo e ai cartellini che ogni tanto arrivano, ne riduce ulteriormente l'appeal al fantacalcio. Se cercate un centrocampista in grado di farvi vincere una giornata, è difficile che il profilo giusto sia il suo.",6680
UDI,SCONSIGLIATO,KAMARA,"Kamara è uno di quei giocatori che rischiano di ingannare. Il ruolo di esterno a tutta fascia e la continuità di impiego fanno pensare a un buon potenziale offensivo, ma nelle stagioni scorse i bonus hanno sempre faticato ad arrivare. Ha grande gamba, accompagna spesso l’azione e arriva con continuità negli ultimi trenta metri, senza però riuscire sempre a trasformare quanto costruisce in occasioni realmente pericolose. La qualità dell’ultimo passaggio e dei cross resta infatti piuttosto altalenante. La cessione di Zemura sembra garantirgli una posizione di vantaggio nelle gerarchie e almeno nelle prime giornate è il titolare designato sulla corsia sinistra. Con Zanoli ancora ai box, Vojvoda è infatti destinato soprattutto alla fascia destra, mentre per Arizala sembra ancora presto per insidiare stabilmente il posto da titolare. Lo scenario potrebbe però cambiare nel corso della stagione. Il pieno recupero di Zanoli consentirebbe infatti a Vojvoda di essere impiegato anche sulla corsia opposta, aumentando la concorrenza. Attenzione inoltre allo stesso Arizala che, se dovesse sfruttare al meglio le occasioni che gli verranno concesse, potrebbe ritagliarsi uno spazio maggiore del previsto. Resta quindi un profilo affidabile soprattutto per il minutaggio almeno nella prima parte della stagione, ma meno interessante in termini di bonus di quanto il ruolo possa far pensare. Con il passare dei mesi inoltre la concorrenza potrebbe aumentare e le sue presenze da titolare non essere più così scontate come nelle ultime stagioni.",5555
VEN,CONSIGLIATO,STANKOVIC,"parliamo di una neopromossa che sicuramente non si farà notare per clean sheet collezionati ma lo stile nelle parate e la reattività felina lo rendono, esattamente come successe due stagioni fa (15 partite a voto, 6,60 di MV con 23 gol subìti ed 1 rigore parato), un elemento molto interessante sotto il punto di vista del modificatore difesa. In un reparto ben studiato, saprà darvi non poche soddisfazioni se lo acquisterete consci dei pro e dei contro di cui sopra.",6248
VEN,CONSIGLIATO,ADAMS,"probabile rigorista, unico elemento della rosa ad aver dimostrato di saper segnare sia in campionati top 5 europei sia in nazionale. Se dovessi scommettere su un arancioneroverde che possa avvicinarsi, o addirittura raggiungere, la doppia cifra, penserei a lui.",7484
VEN,POSSIBILE SORPRESA,HAINAUT,"i quinti di centrocampo che arrivano dalla B spesso si portano dietro un grande hype che finiscono per non rispettare sul campo. Il francese è un giocatore molto costante, solido in entrambe le fasi grazie a doti fisiche ed atletiche sopra la media. Già due anni fa, con la maglia del Parma, mise a segno due reti, pur giocando con poca continuità, perciò quest'anno, in un sistema collaudato che lo valorizza al meglio, potrebbe rivelarsi un elemento valido sia se siete alla ricerca di una MV affidabile e non altalenante sia per un discreto numero di bonus.",6821
VEN,POSSIBILE SORPRESA,SOHM & PÉREZ,"Busio e Basic verosimilmente si alterneranno nei compiti di impostazione e saranno i primi a schermare in interdizione l'offensiva avversaria mentre l'altra mezz'ala avrà il compito di accompagnare l'azione, andando a riempire gli spazi liberati dai movimenti della seconda punta. Tatticamente parlando, è lo slot con più potenziale offensivo del centrocampo. Qui subentrano due incognite: la prima riguarda la titolarità perchè entrambi vantano una buona verve offensiva ma interpretano il ruolo in maniera completamente diversa, il che rende molto difficile prevedere chi potrebbe spuntarla e, soprattutto, rende concreta l'opzione di un avvicendamento a seconda della tipologia di avversario, e la seconda riguarda un cinismo sottoporta che mai in carriera hanno messo in mostra con continuità. Nonostante ed alla luce di tutto ciò, rappresentano a pieno quei nomi da ""possibile sorpresa"" che, al giusto prezzo, potrebbero regalare gioie.",5319
VEN,SCONSIGLIATO,LISMAN,"acquisto lautamente pagato ed esotico, il classico profilo che può far gola. Io vi invito alla prudenza e, sinceramente, continuo a capire poco questo colpo considerando che, nonostante il ragazzo sia molto giovane, il curriculum per adesso non ha mai fatto intravedere picchi a livello di rendimento ma, piuttosto, ha evidenziato una certa fragilità fisica. In più, le caratteristiche tecniche del polacco sono quelle di un'ala pura e la sua collocazione nel 3-5-2 di Stroppa appare un po' forzata.",7408
VEN,SCONSIGLIATO,ADORANTE,"qualcuno avrà negli occhi i suoi numerosi gol negli scorsi due campionati in cadetteria ma, a malincuore, almeno fino a dicembre/gennaio, non ha senso occupare uno slot per lui, tenendo conto del delicato infortunio e della concorrenza agguerrita che è arrivata in laguna.",4387
